工资ID,员工ID,本月工时,本月时薪,本月销售额度,本月销售提成比例,本月销售提成额度,本月项目补助,本月住房补助,本月交通补助,本月通讯补助,本月伙食补助,本月高温补助,本月取暖补助,本月其他补助,本月单位养老保险金额,本月个人养老保险金额,本月单位医疗保险金额,本月个人医疗保险金额,本月单位失业保险金额,本月个人失业保险金额,本月单位工伤保险金额,本月单位生育保险金额,本月单位公积金金额,本月个人住房公积金金额,本月工资日期,本月工资金额,本月总投入金额,创建日期,备注
2966,3681,142.0,150,68457.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4260.0,1704.0,1917.0,426.0,426.0,213.0,213.0,1917.0,2556.0,2556.0,2025-08-01,23353.71,36985.71,2025-08-07 06:31:57,今年空间现在设备那些日期.
2967,3682,188.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-06,37600.0,56800.0,2025-08-10 04:28:55,来源历史你的本站推荐.
2968,3683,199.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,39800.0,59000.0,2025-08-01 12:58:50,
2969,3685,156.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3120.0,1248.0,1404.0,312.0,312.0,156.0,156.0,1404.0,1872.0,1872.0,2025-08-09,15600.0,25584.0,2025-08-08 20:25:15,
2970,3687,193.0,80,286665.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3088.0,1235.0,1390.0,309.0,309.0,154.0,154.0,1390.0,1853.0,1853.0,2025-08-10,24039.949999999997,33921.95,2025-08-06 03:47:12,自己是一进入完成欢迎类型.
2971,3689,159.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-10,31800.0,51000.0,2025-08-10 07:00:29,
2972,3691,199.0,80,203396.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3184.0,1274.0,1433.0,318.0,318.0,159.0,159.0,1433.0,1910.0,1910.0,2025-08-07,22021.88,32209.88,2025-08-01 05:46:40,
2973,3692,187.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5610.0,2244.0,2524.0,561.0,561.0,280.0,280.0,2524.0,3366.0,3366.0,2025-08-11,28050.0,46000.0,2025-08-07 02:00:10,中心一点学习直接经营.
2974,3693,173.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2768.0,1107.0,1246.0,277.0,277.0,138.0,138.0,1246.0,1661.0,1661.0,2025-08-02,13840.0,22698.0,2025-08-06 09:59:30,
2975,3694,167.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-13,33400.0,52600.0,2025-08-13 04:38:46,
2976,3695,170.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,34000.0,53200.0,2025-08-07 15:03:22,
2977,3696,164.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2624.0,1050.0,1181.0,262.0,262.0,131.0,131.0,1181.0,1574.0,1574.0,2025-08-06,13120.0,21516.0,2025-08-12 23:29:56,
2978,3698,152.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1520.0,608.0,684.0,152.0,152.0,76.0,76.0,684.0,912.0,912.0,2025-08-02,7600.0,12464.0,2025-08-13 20:56:33,政府中文觉得社区软件.
2979,3699,179.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1790.0,716.0,806.0,179.0,179.0,90.0,90.0,806.0,1074.0,1074.0,2025-08-01,8950.0,14680.0,2025-08-13 15:22:11,
2980,3700,159.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4770.0,1908.0,2146.0,477.0,477.0,238.0,238.0,2146.0,2862.0,2862.0,2025-08-08,23850.0,39112.0,2025-08-05 04:16:34,选择公司设计认为来自生产.
2981,3701,186.0,150,145279.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5580.0,2232.0,2511.0,558.0,558.0,279.0,279.0,2511.0,3348.0,3348.0,2025-08-04,32258.37,50114.369999999995,2025-08-12 05:11:36,因此浏览是一标题也是自己次数.
2982,3703,192.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1920.0,768.0,864.0,192.0,192.0,96.0,96.0,864.0,1152.0,1152.0,2025-08-11,9600.0,15744.0,2025-08-03 04:37:42,虽然新闻目前是一也是.
2983,3704,197.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-11,39400.0,58600.0,2025-08-07 11:12:10,国际经验业务出来电话一切阅读情况.
2984,3706,182.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3640.0,1456.0,1638.0,364.0,364.0,182.0,182.0,1638.0,2184.0,2184.0,2025-08-04,18200.0,29848.0,2025-08-03 22:36:02,无法质量如何功能点击单位.
2985,3708,169.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1690.0,676.0,760.0,169.0,169.0,84.0,84.0,760.0,1014.0,1014.0,2025-08-11,8450.0,13856.0,2025-08-07 04:34:36,经验规定帮助行业所有感觉设备工作.
2986,3709,155.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3100.0,1240.0,1395.0,310.0,310.0,155.0,155.0,1395.0,1860.0,1860.0,2025-08-08,15500.0,25420.0,2025-08-01 15:47:14,
2987,3710,194.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3104.0,1242.0,1397.0,310.0,310.0,155.0,155.0,1397.0,1862.0,1862.0,2025-08-02,15520.0,25452.0,2025-08-06 16:41:31,
2988,3711,195.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5850.0,2340.0,2632.0,585.0,585.0,292.0,292.0,2632.0,3510.0,3510.0,2025-08-09,29250.0,47968.0,2025-08-03 10:59:22,
2989,3713,179.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1790.0,716.0,806.0,179.0,179.0,90.0,90.0,806.0,1074.0,1074.0,2025-08-06,8950.0,14680.0,2025-08-04 10:22:48,
2990,3714,162.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-10,32400.0,51600.0,2025-08-10 21:09:26,
2991,3715,190.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3040.0,1216.0,1368.0,304.0,304.0,152.0,152.0,1368.0,1824.0,1824.0,2025-08-11,15200.0,24928.0,2025-08-14 05:44:23,
2992,3717,154.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3080.0,1232.0,1386.0,308.0,308.0,154.0,154.0,1386.0,1848.0,1848.0,2025-08-13,15400.0,25256.0,2025-08-04 03:07:49,那些人民之后点击所有方法为什一次.
2993,3718,181.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,36200.0,55400.0,2025-08-14 12:35:58,开发发展选择技术方式.
2994,3720,173.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3460.0,1384.0,1557.0,346.0,346.0,173.0,173.0,1557.0,2076.0,2076.0,2025-08-03,17300.0,28372.0,2025-08-13 07:50:09,
2995,3721,199.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1990.0,796.0,896.0,199.0,199.0,100.0,100.0,896.0,1194.0,1194.0,2025-08-09,9950.0,16320.0,2025-08-03 18:52:53,
2996,3722,183.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5490.0,2196.0,2470.0,549.0,549.0,274.0,274.0,2470.0,3294.0,3294.0,2025-08-01,27450.0,45016.0,2025-08-02 10:49:35,
2997,3723,189.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-10,37800.0,57000.0,2025-08-06 19:34:19,
2998,3724,145.0,200,231310.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5800.0,2320.0,2610.0,580.0,580.0,290.0,290.0,2610.0,3480.0,3480.0,2025-08-13,35939.3,54499.3,2025-08-13 04:48:32,
2999,3726,168.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5040.0,2016.0,2268.0,504.0,504.0,252.0,252.0,2268.0,3024.0,3024.0,2025-08-06,25200.0,41328.0,2025-08-14 00:20:04,当前看到关系而且帮助之后这个情况.
3000,3727,150.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4500.0,1800.0,2025.0,450.0,450.0,225.0,225.0,2025.0,2700.0,2700.0,2025-08-02,22500.0,36900.0,2025-08-09 15:20:44,
3001,3729,180.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2880.0,1152.0,1296.0,288.0,288.0,144.0,144.0,1296.0,1728.0,1728.0,2025-08-12,14400.0,23616.0,2025-08-02 04:07:00,规定增加历史工程这样类型经营主要.
3002,3730,136.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2720.0,1088.0,1224.0,272.0,272.0,136.0,136.0,1224.0,1632.0,1632.0,2025-08-07,13600.0,22304.0,2025-08-06 04:22:04,
3003,3731,155.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2480.0,992.0,1116.0,248.0,248.0,124.0,124.0,1116.0,1488.0,1488.0,2025-08-01,12400.0,20336.0,2025-08-02 12:06:33,提高得到所以电脑应用继续登录.
3004,3732,142.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1420.0,568.0,639.0,142.0,142.0,71.0,71.0,639.0,852.0,852.0,2025-08-04,7100.0,11644.0,2025-08-10 07:05:24,
3005,3733,196.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5880.0,2352.0,2646.0,588.0,588.0,294.0,294.0,2646.0,3528.0,3528.0,2025-08-02,29400.0,48216.0,2025-08-06 12:58:01,有关空间起来.
3006,3734,160.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-01,32000.0,51200.0,2025-08-13 04:53:10,
3007,3735,168.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3360.0,1344.0,1512.0,336.0,336.0,168.0,168.0,1512.0,2016.0,2016.0,2025-08-13,16800.0,27552.0,2025-08-02 05:17:53,
3008,3737,137.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5480.0,2192.0,2466.0,548.0,548.0,274.0,274.0,2466.0,3288.0,3288.0,2025-08-08,27400.0,44936.0,2025-08-05 19:51:31,
3009,3739,144.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2304.0,922.0,1037.0,230.0,230.0,115.0,115.0,1037.0,1382.0,1382.0,2025-08-08,11520.0,18892.0,2025-08-03 16:54:33,
3010,3742,167.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,33400.0,52600.0,2025-08-11 21:38:24,
3011,3746,184.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3680.0,1472.0,1656.0,368.0,368.0,184.0,184.0,1656.0,2208.0,2208.0,2025-08-09,18400.0,30176.0,2025-08-10 10:21:47,其实能够下载基本.
3012,3747,172.0,200,64605.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,36338.15,55538.15,2025-08-03 03:48:13,类型这么威望全国一个他们.
3013,3748,194.0,150,80623.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5820.0,2328.0,2619.0,582.0,582.0,291.0,291.0,2619.0,3492.0,3492.0,2025-08-10,31518.69,50142.69,2025-08-10 05:49:48,电话注册他们.
3014,3749,155.0,150,54092.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4650.0,1860.0,2092.0,465.0,465.0,232.0,232.0,2092.0,2790.0,2790.0,2025-08-06,24872.76,39750.759999999995,2025-08-01 09:34:32,电子市场控制注册这些.
3015,3750,162.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1620.0,648.0,729.0,162.0,162.0,81.0,81.0,729.0,972.0,972.0,2025-08-08,8100.0,13284.0,2025-08-02 23:44:07,中国资源必须历史要求.
3016,3751,158.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2528.0,1011.0,1138.0,253.0,253.0,126.0,126.0,1138.0,1517.0,1517.0,2025-08-03,12640.0,20730.0,2025-08-09 10:55:13,
3017,3753,186.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5580.0,2232.0,2511.0,558.0,558.0,279.0,279.0,2511.0,3348.0,3348.0,2025-08-01,27900.0,45756.0,2025-08-10 12:29:47,
3018,3756,142.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2840.0,1136.0,1278.0,284.0,284.0,142.0,142.0,1278.0,1704.0,1704.0,2025-08-05,14200.0,23288.0,2025-08-02 23:44:40,
3019,3757,167.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3340.0,1336.0,1503.0,334.0,334.0,167.0,167.0,1503.0,2004.0,2004.0,2025-08-06,16700.0,27388.0,2025-08-11 01:32:20,
3020,3758,160.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2560.0,1024.0,1152.0,256.0,256.0,128.0,128.0,1152.0,1536.0,1536.0,2025-08-10,12800.0,20992.0,2025-08-12 12:38:16,单位经济都是的人完成都是的话.
3021,3760,182.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-10,36400.0,55600.0,2025-08-04 10:46:44,
3022,3761,190.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,38000.0,57200.0,2025-08-12 16:01:10,学习任何中心一样.
3023,3764,174.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1740.0,696.0,783.0,174.0,174.0,87.0,87.0,783.0,1044.0,1044.0,2025-08-12,8700.0,14268.0,2025-08-11 06:45:20,
3024,3765,183.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5490.0,2196.0,2470.0,549.0,549.0,274.0,274.0,2470.0,3294.0,3294.0,2025-08-07,27450.0,45016.0,2025-08-03 04:36:10,
3025,3766,168.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-09,33600.0,52800.0,2025-08-07 04:45:46,
3026,3767,193.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5790.0,2316.0,2606.0,579.0,579.0,290.0,290.0,2606.0,3474.0,3474.0,2025-08-02,28950.0,47480.0,2025-08-11 10:23:56,
3027,3768,161.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-13,32200.0,51400.0,2025-08-03 17:28:31,人员认为一个其实作者解决文章.
3028,3769,174.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1740.0,696.0,783.0,174.0,174.0,87.0,87.0,783.0,1044.0,1044.0,2025-08-07,8700.0,14268.0,2025-08-13 11:49:45,
3029,3770,170.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1700.0,680.0,765.0,170.0,170.0,85.0,85.0,765.0,1020.0,1020.0,2025-08-06,8500.0,13940.0,2025-08-03 07:31:46,事情非常管理开发只要.
3030,3771,200.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,30000.0,49200.0,2025-08-04 13:02:47,是否这是地区内容技术类型.
3031,3772,169.0,150,270828.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5070.0,2028.0,2282.0,507.0,507.0,254.0,254.0,2282.0,3042.0,3042.0,2025-08-06,33474.84,49700.84,2025-08-09 06:46:56,
3032,3775,143.0,80,227986.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2288.0,915.0,1030.0,229.0,229.0,114.0,114.0,1030.0,1373.0,1373.0,2025-08-04,18279.58,25601.58,2025-08-04 04:23:04,
3033,3776,181.0,100,203490.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3620.0,1448.0,1629.0,362.0,362.0,181.0,181.0,1629.0,2172.0,2172.0,2025-08-02,24204.7,35788.7,2025-08-06 07:52:06,
3034,3777,137.0,80,97123.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2192.0,877.0,986.0,219.0,219.0,110.0,110.0,986.0,1315.0,1315.0,2025-08-06,13873.69,20887.690000000002,2025-08-03 07:17:03,
3035,3780,167.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-11,33400.0,52600.0,2025-08-11 02:57:18,
3036,3781,191.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5730.0,2292.0,2578.0,573.0,573.0,286.0,286.0,2578.0,3438.0,3438.0,2025-08-02,28650.0,46984.0,2025-08-08 09:14:37,都是来源什么方式一下业务地址专业.
3037,3782,168.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1680.0,672.0,756.0,168.0,168.0,84.0,84.0,756.0,1008.0,1008.0,2025-08-03,8400.0,13776.0,2025-08-12 18:54:47,
3038,3783,142.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2840.0,1136.0,1278.0,284.0,284.0,142.0,142.0,1278.0,1704.0,1704.0,2025-08-13,14200.0,23288.0,2025-08-10 15:53:11,
3039,3784,149.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2384.0,954.0,1073.0,238.0,238.0,119.0,119.0,1073.0,1430.0,1430.0,2025-08-12,11920.0,19548.0,2025-08-11 23:27:25,
3040,3785,192.0,80,69333.0,0.03,0.03,500,1500,500,500,1000,500,500,0,3072.0,1229.0,1382.0,307.0,307.0,154.0,154.0,1382.0,1843.0,1843.0,2025-08-01,17439.989999999998,27269.989999999998,2025-08-09 18:53:26,直接一下点击得到选择完成感觉新闻.
3041,3786,141.0,100,9337.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2820.0,1128.0,1269.0,282.0,282.0,141.0,141.0,1269.0,1692.0,1692.0,2025-08-04,14380.11,23404.11,2025-08-04 07:56:29,
3042,3787,193.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5790.0,2316.0,2606.0,579.0,579.0,290.0,290.0,2606.0,3474.0,3474.0,2025-08-10,28950.0,47480.0,2025-08-09 20:34:32,
3043,3788,185.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1850.0,740.0,832.0,185.0,185.0,92.0,92.0,832.0,1110.0,1110.0,2025-08-10,9250.0,15168.0,2025-08-11 11:24:09,
3044,3789,183.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1830.0,732.0,824.0,183.0,183.0,92.0,92.0,824.0,1098.0,1098.0,2025-08-09,9150.0,15008.0,2025-08-01 22:22:34,
3045,3790,187.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1870.0,748.0,842.0,187.0,187.0,94.0,94.0,842.0,1122.0,1122.0,2025-08-03,9350.0,15336.0,2025-08-14 13:19:20,出现结果所有价格继续感觉文章.
3046,3793,152.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3040.0,1216.0,1368.0,304.0,304.0,152.0,152.0,1368.0,1824.0,1824.0,2025-08-06,15200.0,24928.0,2025-08-08 10:03:56,
3047,3794,154.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-07,30800.0,50000.0,2025-08-05 21:22:49,
3048,3795,178.0,150,154762.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5340.0,2136.0,2403.0,534.0,534.0,267.0,267.0,2403.0,3204.0,3204.0,2025-08-01,31342.86,48430.86,2025-08-09 11:09:23,加入人员全部包括.
3049,3796,189.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,5670.0,2268.0,2552.0,567.0,567.0,284.0,284.0,2552.0,3402.0,3402.0,2025-08-04,28350.0,46496.0,2025-08-12 05:05:08,
3050,3797,150.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3000.0,1200.0,1350.0,300.0,300.0,150.0,150.0,1350.0,1800.0,1800.0,2025-08-05,15000.0,24600.0,2025-08-04 14:54:53,会员男人的人安全.
3051,3798,177.0,80,166606.0,0.03,0.03,500,1500,500,500,1000,500,500,0,2832.0,1133.0,1274.0,283.0,283.0,142.0,142.0,1274.0,1699.0,1699.0,2025-08-08,19158.18,28220.18,2025-08-07 21:40:52,
3052,3799,172.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2752.0,1101.0,1238.0,275.0,275.0,138.0,138.0,1238.0,1651.0,1651.0,2025-08-01,13760.0,22566.0,2025-08-01 13:45:27,
3053,3800,171.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3420.0,1368.0,1539.0,342.0,342.0,171.0,171.0,1539.0,2052.0,2052.0,2025-08-04,17100.0,28044.0,2025-08-12 00:43:43,
3054,3801,177.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,35400.0,54600.0,2025-08-12 03:35:40,免费日本时候公司程序部分大学.
3055,3802,154.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3080.0,1232.0,1386.0,308.0,308.0,154.0,154.0,1386.0,1848.0,1848.0,2025-08-01,15400.0,25256.0,2025-08-01 12:08:34,控制方法这些商品网站今天.
3056,3804,188.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1880.0,752.0,846.0,188.0,188.0,94.0,94.0,846.0,1128.0,1128.0,2025-08-12,9400.0,15416.0,2025-08-06 19:28:47,
3057,3805,137.0,150,226152.0,0.03,0.03,500,1500,500,500,1000,500,500,0,4110.0,1644.0,1850.0,411.0,411.0,206.0,206.0,1850.0,2466.0,2466.0,2025-08-09,27334.559999999998,40488.56,2025-08-11 12:04:09,
3058,3807,165.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4950.0,1980.0,2228.0,495.0,495.0,248.0,248.0,2228.0,2970.0,2970.0,2025-08-05,24750.0,40592.0,2025-08-14 05:18:42,会员免费出来提高你们人员.
3059,3808,173.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-04,34600.0,53800.0,2025-08-10 08:36:05,男人国家知道.
3060,3809,171.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2736.0,1094.0,1231.0,274.0,274.0,137.0,137.0,1231.0,1642.0,1642.0,2025-08-03,13680.0,22436.0,2025-08-11 13:23:20,
3061,3810,155.0,150,0,0.03,0,500,1500,500,500,1000,500,500,0,4650.0,1860.0,2092.0,465.0,465.0,232.0,232.0,2092.0,2790.0,2790.0,2025-08-12,23250.0,38128.0,2025-08-10 14:41:53,以及浏览图片社会拥有.
3062,3812,171.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2736.0,1094.0,1231.0,274.0,274.0,137.0,137.0,1231.0,1642.0,1642.0,2025-08-03,13680.0,22436.0,2025-08-08 20:53:04,图片用户会员帮助这是只有没有应该.
3063,3813,189.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1890.0,756.0,850.0,189.0,189.0,94.0,94.0,850.0,1134.0,1134.0,2025-08-10,9450.0,15496.0,2025-08-04 17:16:08,
3064,3814,138.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2760.0,1104.0,1242.0,276.0,276.0,138.0,138.0,1242.0,1656.0,1656.0,2025-08-10,13800.0,22632.0,2025-08-04 06:45:56,
3065,3815,173.0,200,285708.0,0.03,0.03,500,1500,500,500,1000,500,500,0,6000.0,2400.0,2700.0,600.0,600.0,300.0,300.0,2700.0,3600.0,3600.0,2025-08-13,43171.24,62371.24,2025-08-13 12:47:44,
3066,3816,181.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3620.0,1448.0,1629.0,362.0,362.0,181.0,181.0,1629.0,2172.0,2172.0,2025-08-12,18100.0,29684.0,2025-08-08 03:47:51,
3067,3818,150.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3000.0,1200.0,1350.0,300.0,300.0,150.0,150.0,1350.0,1800.0,1800.0,2025-08-01,15000.0,24600.0,2025-08-14 03:33:08,必须一直欢迎研究一下产品.
3068,3819,137.0,200,70731.0,0.03,0.03,500,1500,500,500,1000,500,500,0,5480.0,2192.0,2466.0,548.0,548.0,274.0,274.0,2466.0,3288.0,3288.0,2025-08-06,29521.93,47057.93,2025-08-03 15:03:42,
3069,3820,167.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1670.0,668.0,752.0,167.0,167.0,84.0,84.0,752.0,1002.0,1002.0,2025-08-07,8350.0,13696.0,2025-08-14 14:25:46,设备欢迎的是其中.
3070,3821,146.0,200,0,0.03,0,500,1500,500,500,1000,500,500,0,5840.0,2336.0,2628.0,584.0,584.0,292.0,292.0,2628.0,3504.0,3504.0,2025-08-03,29200.0,47888.0,2025-08-05 07:38:55,
3071,3822,161.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2576.0,1030.0,1159.0,258.0,258.0,129.0,129.0,1159.0,1546.0,1546.0,2025-08-04,12880.0,21124.0,2025-08-12 09:34:32,您的开发那些喜欢网络应该.
3072,3823,165.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,3300.0,1320.0,1485.0,330.0,330.0,165.0,165.0,1485.0,1980.0,1980.0,2025-08-07,16500.0,27060.0,2025-08-01 07:30:32,工作来源谢谢需要研究个人得到责任.
3073,3824,139.0,100,0,0.03,0,500,1500,500,500,1000,500,500,0,2780.0,1112.0,1251.0,278.0,278.0,139.0,139.0,1251.0,1668.0,1668.0,2025-08-03,13900.0,22796.0,2025-08-08 08:36:43,表示工作学生比较这样.
3074,3825,147.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1470.0,588.0,662.0,147.0,147.0,74.0,74.0,662.0,882.0,882.0,2025-08-01,7350.0,12056.0,2025-08-13 17:44:12,
3075,3826,196.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,3136.0,1254.0,1411.0,314.0,314.0,157.0,157.0,1411.0,1882.0,1882.0,2025-08-04,15680.0,25716.0,2025-08-03 18:49:46,
3076,3828,180.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1800.0,720.0,810.0,180.0,180.0,90.0,90.0,810.0,1080.0,1080.0,2025-08-05,9000.0,14760.0,2025-08-09 08:07:27,
3077,3830,186.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2976.0,1190.0,1339.0,298.0,298.0,149.0,149.0,1339.0,1786.0,1786.0,2025-08-06,14880.0,24404.0,2025-08-11 13:35:15,
3078,3831,174.0,80,0,0.03,0,500,1500,500,500,1000,500,500,0,2784.0,1114.0,1253.0,278.0,278.0,139.0,139.0,1253.0,1670.0,1670.0,2025-08-01,13920.0,22828.0,2025-08-10 16:18:54,
3079,3832,159.0,50,0,0.03,0,500,1500,500,500,1000,500,500,0,1590.0,636.0,716.0,159.0,159.0,80.0,80.0,716.0,954.0,954.0,2025-08-10,7950.0,13040.0,2025-08-10 09:09:13,
